user,item,rank,test_year
96,999,483.0,2008
96,2556,290.0,2008
96,2554,931.0,2008
96,51,1655.0,2008
96,2568,,2008
96,982,832.0,2008
96,2571,704.0,2008
96,1076,168.0,2008
96,215,1726.0,2008
96,2562,133.0,2008
96,332,1382.0,2008
97,432,223.0,2008
97,2587,,2008
97,755,,2008
97,2573,,2008
97,2582,,2008
97,2577,,2008
99,65,37.0,2008
106,2685,,2008
106,2700,,2008
106,2733,,2008
106,2680,,2008
106,2718,,2008
106,2710,,2008
111,432,253.0,2008
111,969,1389.0,2008
111,1191,,2008
111,2819,,2008
111,2820,313.0,2008
111,2810,,2008
111,2829,,2008
112,2833,,2008
116,2916,,2008
117,1892,986.0,2008
117,1008,197.0,2008
117,72,2.0,2008
117,91,1088.0,2008
117,1001,1710.0,2008
117,193,112.0,2008
117,2031,,2008
117,1014,1790.0,2008
117,1004,545.0,2008
117,998,195.0,2008
117,2933,,2008
117,994,1118.0,2008
117,51,1.0,2008
117,187,1330.0,2008
117,180,174.0,2008
117,59,1154.0,2008
117,294,1523.0,2008
117,2936,758.0,2008
117,157,1941.0,2008
117,67,519.0,2008
117,55,1936.0,2008
117,1883,404.0,2008
117,467,1342.0,2008
117,2937,,2008
117,96,1025.0,2008
117,192,1187.0,2008
117,2935,409.0,2008
117,2934,,2008
117,2554,1643.0,2008
117,997,1758.0,2008
117,999,1578.0,2008
117,1026,,2008
117,2938,123.0,2008
117,2939,,2008
117,100,380.0,2008
117,2183,612.0,2008
117,429,1838.0,2008
117,377,129.0,2008
117,268,,2008
124,954,1927.0,2008
124,1044,22.0,2008
124,72,1528.0,2008
124,173,13.0,2008
124,187,20.0,2008
124,1061,891.0,2008
124,3051,,2008
124,3053,176.0,2008
124,707,21.0,2008
124,3050,,2008
124,7,1450.0,2008
124,63,298.0,2008
124,486,1931.0,2008
129,89,,2008
129,289,1916.0,2008
135,1066,1519.0,2008
135,1300,694.0,2008
135,3184,1730.0,2008
136,294,362.0,2008
136,318,1022.0,2008
136,1459,7.0,2008
136,538,75.0,2008
137,67,1963.0,2008
137,1135,,2008
142,59,1455.0,2008
142,1083,199.0,2008
142,3277,,2008
143,2079,,2008
143,2444,1638.0,2008
149,159,432.0,2008
149,198,114.0,2008
149,300,,2008
149,342,440.0,2008
149,366,417.0,2008
149,488,1042.0,2008
149,966,152.0,2008
149,972,1736.0,2008
151,3381,,2008
153,2370,1794.0,2008
153,3419,,2008
153,3417,1007.0,2008
153,3406,,2008
153,3405,,2008
153,2006,1587.0,2008
153,3424,,2008
153,506,1686.0,2008
153,370,1619.0,2008
153,215,1735.0,2008
153,188,658.0,2008
153,174,997.0,2008
153,854,34.0,2008
153,3423,,2008
153,3410,,2008
153,162,1275.0,2008
153,3418,,2008
156,163,1971.0,2008
156,207,1855.0,2008
156,1806,1123.0,2008
159,64,678.0,2008
159,1601,761.0,2008
159,1505,636.0,2008
159,906,1648.0,2008
159,792,251.0,2008
159,504,1957.0,2008
159,467,1497.0,2008
159,332,1391.0,2008
159,301,1387.0,2008
159,299,247.0,2008
159,296,435.0,2008
159,292,1586.0,2008
159,279,,2008
159,265,1098.0,2008
159,294,3.0,2008
159,3503,,2008
159,155,1952.0,2008
159,90,,2008
159,257,43.0,2008
159,72,1512.0,2008
159,70,1742.0,2008
159,241,644.0,2008
159,3502,838.0,2008
159,3500,,2008
159,220,182.0,2008
159,302,,2008
159,182,127.0,2008
159,67,582.0,2008
159,65,36.0,2008
159,1937,,2008
159,2521,964.0,2008
159,247,,2008
159,221,1719.0,2008
159,3501,1656.0,2008
159,189,,2008
159,511,1730.0,2008
162,289,127.0,2008
170,1281,1708.0,2008
170,3719,,2008
170,2744,1060.0,2008
170,2151,1388.0,2008
170,2148,81.0,2008
170,3722,862.0,2008
170,1131,85.0,2008
170,3729,1125.0,2008
170,1099,568.0,2008
170,918,135.0,2008
170,841,1800.0,2008
170,707,1958.0,2008
170,2369,944.0,2008
170,1119,1631.0,2008
170,234,94.0,2008
170,1521,,2008
170,842,1232.0,2008
173,2786,44.0,2008
175,344,,2008
175,3588,,2008
175,3581,,2008
175,2468,,2008
175,2457,,2008
175,2454,,2008
175,2453,,2008
175,2449,,2008
175,2443,,2008
175,2442,1797.0,2008
175,2439,,2008
175,2437,1105.0,2008
175,1447,,2008
175,364,,2008
175,360,1567.0,2008
175,356,,2008
175,3600,,2008
175,3606,,2008
177,206,322.0,2008
177,943,654.0,2008
177,2381,,2008
177,227,681.0,2008
177,152,6.0,2008
177,163,24.0,2008
177,188,31.0,2008
177,436,1930.0,2008
177,599,53.0,2008
177,724,689.0,2008
177,917,1.0,2008
177,959,1013.0,2008
177,1412,1734.0,2008
177,1426,,2008
177,1941,595.0,2008
177,2624,285.0,2008
185,3911,,2008
187,3936,,2008
187,997,386.0,2008
187,3939,,2008
187,98,25.0,2008
187,163,1969.0,2008
187,227,22.0,2008
187,1062,1919.0,2008
187,1886,1895.0,2008
187,3264,1853.0,2008
187,3940,,2008
189,173,9.0,2008
189,190,307.0,2008
189,436,239.0,2008
189,707,1965.0,2008
189,2206,,2008
189,230,948.0,2008
189,493,297.0,2008
189,498,1927.0,2008
189,517,666.0,2008
189,540,1408.0,2008
189,982,835.0,2008
190,3762,,2008
190,3950,,2008
190,3955,,2008
190,803,,2008
190,3173,310.0,2008
190,3980,,2008
190,1081,1589.0,2008
193,56,1610.0,2008
193,72,1524.0,2008
193,4023,,2008
196,51,1664.0,2008
196,857,1920.0,2008
196,1090,841.0,2008
196,172,128.0,2008
196,182,128.0,2008
196,1810,926.0,2008
196,534,1054.0,2008
196,436,238.0,2008
196,1412,602.0,2008
196,229,969.0,2008
196,234,96.0,2008
196,424,296.0,2008
196,298,1488.0,2008
196,220,181.0,2008
196,65,37.0,2008
196,1239,1833.0,2008
196,207,1840.0,2008
196,538,26.0,2008
196,154,624.0,2008
196,716,593.0,2008
196,982,829.0,2008
196,599,420.0,2008
196,965,12.0,2008
196,498,1909.0,2008
196,1977,,2008
196,709,435.0,2008
196,2637,,2008
196,227,21.0,2008
196,190,298.0,2008
198,830,1316.0,2008
211,233,1962.0,2008
217,917,1913.0,2008
217,1206,1236.0,2008
217,1369,1925.0,2008
217,2026,,2008
217,2343,1559.0,2008
217,4397,,2008
220,4440,,2008
225,785,1222.0,2008
225,949,960.0,2008
225,1260,,2008
225,1364,1202.0,2008
225,2970,1786.0,2008
225,1533,,2008
225,4506,,2008
225,3549,,2008
225,2744,1059.0,2008
225,1099,570.0,2008
225,2961,1518.0,2008
225,4501,,2008
230,456,1474.0,2008
230,4556,,2008
235,954,449.0,2008
238,4626,,2008
241,370,460.0,2008
241,4162,,2008
241,503,412.0,2008
241,710,,2008
241,1803,1592.0,2008
241,4695,,2008
243,67,589.0,2008
243,2544,1841.0,2008
243,71,1733.0,2008
243,962,1362.0,2008
243,172,128.0,2008
243,906,1648.0,2008
243,55,74.0,2008
243,2083,,2008
243,1098,487.0,2008
243,238,1030.0,2008
243,3460,571.0,2008
243,65,37.0,2008
243,546,,2008
243,155,1955.0,2008
243,72,1516.0,2008
243,58,1907.0,2008
243,298,1490.0,2008
243,3502,841.0,2008
255,4852,5.0,2008
255,238,1033.0,2008
255,2145,,2008
257,1294,,2008
262,1726,,2008
262,4951,,2008
263,187,122.0,2008
264,69,88.0,2008
264,4993,,2008
264,174,473.0,2008
264,1464,76.0,2008
264,4075,,2008
264,1292,657.0,2008
266,533,1091.0,2008
266,1384,1016.0,2008
266,203,1846.0,2008
266,221,1739.0,2008
266,229,975.0,2008
266,65,37.0,2008
266,4996,,2008
266,182,128.0,2008
267,300,,2008
267,378,1972.0,2008
267,498,1932.0,2008
273,930,91.0,2008
273,1541,236.0,2008
273,527,1318.0,2008
274,1,,2008
274,5076,,2008
274,3324,585.0,2008
274,5089,1157.0,2008
274,2102,,2008
274,374,502.0,2008
274,375,331.0,2008
274,1910,,2008
274,8,700.0,2008
274,5077,,2008
274,5078,,2008
274,5083,378.0,2008
274,5087,,2008
274,5095,,2008
274,157,1205.0,2008
274,1713,1867.0,2008
274,72,1517.0,2008
275,5097,,2008
281,917,60.0,2008
281,5162,,2008
283,52,1311.0,2008
285,854,34.0,2008
285,542,1874.0,2008
285,932,199.0,2008
285,957,78.0,2008
297,1231,842.0,2008
297,2532,,2008
297,212,1729.0,2008
298,1045,1832.0,2008
298,208,825.0,2008
298,903,1830.0,2008
298,2591,,2008
298,209,38.0,2008
298,324,,2008
298,4385,277.0,2008
298,1763,,2008
298,3205,,2008
298,5429,1228.0,2008
299,65,37.0,2008
299,67,588.0,2008
299,289,1914.0,2008
299,903,1829.0,2008
299,1048,476.0,2008
299,1556,,2008
299,3200,1860.0,2008
299,331,496.0,2008
299,538,26.0,2008
299,1609,,2008
300,705,,2008
307,1269,,2008
307,5500,,2008
307,5499,,2008
307,5507,,2008
307,5504,,2008
307,1255,1587.0,2008
307,5505,,2008
307,5515,,2008
307,5348,,2008
307,5491,,2008
307,5347,,2008
307,5501,,2008
307,5514,,2008
307,5358,776.0,2008
307,1288,,2008
307,5492,,2008
307,5495,,2008
312,3324,1625.0,2008
312,5561,,2008
312,399,,2008
317,234,96.0,2008
317,734,,2008
317,1639,238.0,2008
317,1804,592.0,2008
317,4541,,2008
317,5615,,2008
317,5617,,2008
317,5619,,2008
320,5659,,2008
320,5664,,2008
326,2080,1492.0,2008
328,5740,,2008
328,5743,,2008
328,5738,,2008
328,5742,,2008
329,55,74.0,2008
329,71,1733.0,2008
329,97,,2008
329,229,974.0,2008
329,288,41.0,2008
329,289,1912.0,2008
329,292,1592.0,2008
329,295,828.0,2008
329,906,1646.0,2008
329,3866,,2008
333,289,1916.0,2008
334,225,160.0,2008
334,5783,,2008
335,204,1912.0,2008
336,238,1034.0,2008
336,517,670.0,2008
336,2771,,2008
336,5799,,2008
337,1524,,2008
339,289,1916.0,2008
346,207,1855.0,2008
346,542,1874.0,2008
346,300,,2008
346,424,300.0,2008
346,1160,,2008
355,6006,,2008
358,88,980.0,2008
358,6055,,2008
360,6076,,2008
361,55,74.0,2008
361,294,3.0,2008
361,790,1879.0,2008
361,1451,,2008
361,257,43.0,2008
361,288,40.0,2008
361,289,1911.0,2008
361,292,1591.0,2008
361,308,1701.0,2008
361,309,1544.0,2008
361,333,992.0,2008
361,349,1949.0,2008
363,2956,,2008
364,162,1279.0,2008
364,211,692.0,2008
364,1709,651.0,2008
364,715,7.0,2008
364,1164,1611.0,2008
364,3747,,2008
364,1779,,2008
364,6143,,2008
364,418,123.0,2008
364,615,1903.0,2008
364,2265,1263.0,2008
364,6144,,2008
364,6137,805.0,2008
364,1755,1159.0,2008
364,159,430.0,2008
364,624,,2008
364,438,,2008
364,433,570.0,2008
364,6145,,2008
364,2460,,2008
364,6141,,2008
364,1639,237.0,2008
364,3203,1750.0,2008
364,6139,,2008
364,190,305.0,2008
364,718,706.0,2008
364,5416,1099.0,2008
364,6142,,2008
365,4123,,2008
365,6149,,2008
366,6184,,2008
374,51,1664.0,2008
377,15,122.0,2008
380,67,19.0,2008
380,285,192.0,2008
380,288,111.0,2008
380,292,1.0,2008
380,295,3.0,2008
380,299,4.0,2008
380,332,160.0,2008
380,349,69.0,2008
380,465,4.0,2008
380,4883,48.0,2008
380,6308,,2008
382,1619,102.0,2008
382,6322,,2008
387,6376,,2008
387,67,589.0,2008
387,6379,,2008
387,6377,,2008
387,6373,,2008
387,4732,470.0,2008
387,6384,,2008
387,6385,,2008
387,1155,1165.0,2008
387,316,1695.0,2008
387,279,,2008
387,262,,2008
387,437,,2008
387,251,,2008
387,6382,,2008
387,2220,1583.0,2008
387,2521,976.0,2008
388,289,1906.0,2008
388,377,222.0,2008
388,378,4.0,2008
388,1686,,2008
388,2014,306.0,2008
388,2944,,2008
388,4105,,2008
388,6391,1567.0,2008
388,6399,,2008
388,6402,,2008
388,6056,,2008
388,6077,,2008
388,6393,,2008
388,6394,,2008
388,6396,,2008
388,6401,,2008
390,2523,1552.0,2008
394,3746,,2008
394,5226,,2008
394,6475,,2008
397,1713,1874.0,2008
402,868,294.0,2008
405,300,,2008
405,314,36.0,2008
405,329,1303.0,2008
405,638,,2008
405,89,,2008
405,312,,2008
405,257,43.0,2008
405,6311,,2008
405,289,1913.0,2008
405,292,1592.0,2008
405,6568,,2008
406,2016,,2008
406,6570,,2008
406,4790,1871.0,2008
406,4675,719.0,2008
406,3788,1149.0,2008
406,3481,1886.0,2008
406,3264,1854.0,2008
406,2654,861.0,2008
406,2151,1386.0,2008
406,1425,1118.0,2008
406,6579,,2008
406,506,1683.0,2008
406,1413,1808.0,2008
406,227,22.0,2008
406,188,657.0,2008
406,163,1959.0,2008
406,2006,1581.0,2008
406,6572,,2008
406,920,1451.0,2008
406,3272,,2008
406,6571,,2008
406,3421,,2008
406,964,1537.0,2008
406,2624,1009.0,2008
406,152,1770.0,2008
406,190,307.0,2008
406,186,347.0,2008
406,1837,,2008
408,1090,841.0,2008
420,67,589.0,2008
420,1464,495.0,2008
420,4880,266.0,2008
420,6700,,2008
420,6701,,2008
420,6704,,2008
420,6705,,2008
420,6706,,2008
421,67,589.0,2008
421,913,295.0,2008
421,543,,2008
421,525,1735.0,2008
421,349,1956.0,2008
421,333,994.0,2008
421,327,,2008
421,320,1393.0,2008
421,2523,1548.0,2008
421,311,1015.0,2008
421,314,36.0,2008
421,306,1624.0,2008
421,295,827.0,2008
421,292,1587.0,2008
421,291,45.0,2008
421,289,1904.0,2008
421,288,40.0,2008
421,257,42.0,2008
421,310,452.0,2008
421,4069,1621.0,2008
421,302,,2008
421,903,1815.0,2008
421,907,369.0,2008
424,2838,829.0,2008
424,6753,,2008
426,6755,,2008
431,843,1893.0,2008
439,6898,,2008
439,1613,,2008
439,2252,,2008
439,267,646.0,2008
439,6889,,2008
439,6888,,2008
439,6620,,2008
439,6899,,2008
439,475,1455.0,2008
439,271,1407.0,2008
439,1839,,2008
439,6893,,2008
439,6891,,2008
439,1636,15.0,2008
439,527,813.0,2008
439,2916,,2008
439,2927,,2008
439,6619,,2008
439,2906,40.0,2008
439,6892,,2008
439,2931,1310.0,2008
439,6886,,2008
439,278,,2008
439,2915,,2008
439,2904,,2008
440,606,,2008
440,223,432.0,2008
440,1633,,2008
441,6915,,2008
441,4734,,2008
442,6936,,2008
443,212,1858.0,2008
447,7031,,2008
450,1412,605.0,2008
450,4251,999.0,2008
452,7062,,2008
452,7066,,2008
453,7071,,2008
454,18736,,2008
458,187,62.0,2008
459,710,,2008
459,1358,1607.0,2008
460,53,557.0,2008
460,418,706.0,2008
460,603,673.0,2008
460,1098,971.0,2008
460,1700,,2008
460,1736,,2008
460,7121,,2008
461,227,22.0,2008
461,511,1753.0,2008
461,734,,2008
462,7150,,2008
467,7234,,2008
468,889,1302.0,2008
468,1772,1093.0,2008
468,1242,135.0,2008
468,1889,473.0,2008
468,5425,,2008
469,188,658.0,2008
469,488,1045.0,2008
474,2509,,2008
474,7298,,2008
474,67,589.0,2008
474,70,1756.0,2008
474,72,1523.0,2008
474,289,1913.0,2008
474,1009,545.0,2008
474,1099,569.0,2008
474,1394,1810.0,2008
474,1401,,2008
474,7294,,2008
475,1090,841.0,2008
475,1652,,2008
475,3617,,2008
478,1206,183.0,2008
485,7383,,2008
492,903,1831.0,2008
492,1980,,2008
492,1097,1540.0,2008
492,1804,594.0,2008
492,7250,,2008
492,1772,1092.0,2008
492,7323,993.0,2008
492,6540,,2008
492,230,950.0,2008
492,7439,,2008
492,1112,1558.0,2008
492,7426,,2008
492,2632,1104.0,2008
492,227,22.0,2008
492,7435,,2008
492,7425,,2008
492,2616,628.0,2008
493,1072,1934.0,2008
493,5483,,2008
493,72,1524.0,2008
493,5486,,2008
496,504,1962.0,2008
496,522,119.0,2008
496,959,1537.0,2008
496,1295,1949.0,2008
496,4317,1306.0,2008
496,6282,420.0,2008
496,190,307.0,2008
496,1914,551.0,2008
496,7454,,2008
498,285,17.0,2008
498,331,960.0,2008
507,207,1855.0,2008
507,2029,1466.0,2008
507,5236,,2008
507,5237,,2008
507,7547,,2008
507,227,22.0,2008
507,7550,,2008
507,7534,,2008
507,7551,,2008
507,7527,,2008
507,7525,1019.0,2008
507,7535,,2008
507,7546,,2008
507,7529,,2008
507,5247,,2008
507,7536,,2008
507,5238,,2008
507,5235,,2008
507,7548,,2008
507,7549,,2008
507,429,295.0,2008
507,7524,,2008
507,7538,,2008
507,7528,,2008
507,5789,,2008
507,3382,,2008
507,857,1916.0,2008
507,3905,,2008
507,7541,,2008
507,7543,,2008
507,7531,,2008
507,7537,,2008
507,7554,,2008
508,7566,,2008
508,4062,,2008
508,7556,,2008
508,7557,,2008
508,7559,,2008
508,7562,,2008
508,7564,,2008
508,7571,,2008
508,7586,,2008
508,7587,,2008
510,288,41.0,2008
510,486,554.0,2008
510,680,139.0,2008
510,5236,,2008
510,7613,,2008
515,7662,,2008
517,7683,,2008
517,7689,,2008
517,121,,2008
517,1167,1322.0,2008
517,1943,,2008
517,6004,,2008
517,7688,,2008
517,7694,,2008
519,917,60.0,2008
519,918,136.0,2008
519,1339,804.0,2008
521,537,1575.0,2008
521,1043,1344.0,2008
521,1186,1247.0,2008
521,2840,289.0,2008
521,209,38.0,2008
521,6196,,2008
529,5301,746.0,2008
529,1527,697.0,2008
529,4124,,2008
529,7794,,2008
529,7791,649.0,2008
529,7795,,2008
529,7801,,2008
529,6264,,2008
529,7047,,2008
529,7798,,2008
529,7803,,2008
529,7796,,2008
539,1099,1098.0,2008
541,5844,,2008
541,1415,38.0,2008
541,1778,,2008
541,4675,145.0,2008
541,5441,1880.0,2008
541,728,290.0,2008
541,863,1298.0,2008
541,1249,14.0,2008
541,3620,,2008
541,1813,,2008
541,2898,,2008
541,7881,,2008
543,65,14.0,2008
543,199,360.0,2008
543,7884,,2008
544,7888,,2008
544,691,,2008
544,3411,98.0,2008
544,7895,,2008
544,498,1942.0,2008
544,1046,1806.0,2008
544,5927,,2008
544,7886,,2008
544,7897,,2008
544,5950,,2008
545,291,53.0,2008
545,481,1607.0,2008
545,408,,2008
545,472,1157.0,2008
545,966,1599.0,2008
545,204,104.0,2008
545,490,821.0,2008
545,1863,,2008
545,497,439.0,2008
545,377,868.0,2008
545,2956,,2008
545,1854,49.0,2008
545,538,1951.0,2008
545,4177,,2008
545,488,581.0,2008
545,486,408.0,2008
545,6006,,2008
545,173,72.0,2008
545,288,1019.0,2008
545,191,,2008
545,1186,370.0,2008
545,189,,2008
545,371,,2008
545,3859,1408.0,2008
545,289,1809.0,2008
545,3373,158.0,2008
545,680,356.0,2008
545,1179,1510.0,2008
545,190,1939.0,2008
545,1378,651.0,2008
545,403,891.0,2008
545,1246,1500.0,2008
545,405,303.0,2008
545,518,38.0,2008
545,498,443.0,2008
545,333,487.0,2008
545,1377,852.0,2008
545,89,,2008
545,2941,,2008
546,1369,17.0,2008
546,4669,,2008
546,2006,66.0,2008
546,1131,18.0,2008
546,188,65.0,2008
546,2654,206.0,2008
546,2772,,2008
546,2963,1526.0,2008
546,3280,1432.0,2008
546,12,,2008
546,2469,1288.0,2008
546,5157,,2008
546,5605,745.0,2008
546,7713,,2008
546,7900,,2008
546,7901,,2008
546,3788,518.0,2008
546,4163,,2008
546,1712,,2008
546,7902,,2008
546,1358,20.0,2008
546,1104,1689.0,2008
546,953,95.0,2008
546,949,143.0,2008
546,923,798.0,2008
546,918,14.0,2008
546,841,50.0,2008
546,812,316.0,2008
546,176,794.0,2008
546,163,33.0,2008
546,152,50.0,2008
546,23,,2008
546,2151,910.0,2008
546,7905,,2008
548,7914,,2008
548,1214,,2008
548,1276,,2008
548,6,,2008
548,3806,,2008
548,918,1928.0,2008
548,1710,1666.0,2008
548,4280,,2008
548,3660,,2008
548,3438,270.0,2008
548,7922,,2008
548,1259,,2008
548,188,138.0,2008
548,47,,2008
548,841,614.0,2008
548,4266,,2008
548,7920,,2008
548,3,,2008
550,7940,,2008
563,8112,,2008
563,575,,2008
563,8121,,2008
563,8110,1066.0,2008
563,250,782.0,2008
563,4543,1372.0,2008
563,2894,,2008
563,8113,,2008
563,1422,,2008
563,8108,1064.0,2008
563,8122,1011.0,2008
563,569,,2008
563,8119,,2008
563,8114,,2008
563,8120,,2008
563,8111,1054.0,2008
563,8123,,2008
563,8118,,2008
563,5660,1210.0,2008
563,8124,,2008
563,728,451.0,2008
563,580,1058.0,2008
563,565,1038.0,2008
563,8126,,2008
563,2893,,2008
563,8115,,2008
563,581,,2008
563,583,1054.0,2008
563,3024,,2008
563,7056,1058.0,2008
563,2896,,2008
563,1976,954.0,2008
563,582,,2008
565,187,152.0,2008
566,707,1968.0,2008
567,1378,115.0,2008
567,154,38.0,2008
567,217,99.0,2008
567,433,1887.0,2008
567,683,232.0,2008
567,3693,1837.0,2008
567,211,1613.0,2008
568,8151,,2008
571,67,1695.0,2008
571,289,1.0,2008
571,229,8.0,2008
580,65,37.0,2008
580,8278,,2008
580,8276,,2008
580,8271,,2008
580,8270,,2008
580,8267,,2008
580,8263,,2008
580,8279,,2008
580,5631,,2008
580,5605,587.0,2008
580,5444,70.0,2008
580,6602,252.0,2008
580,4222,,2008
580,512,224.0,2008
580,805,1209.0,2008
580,4826,,2008
580,1406,1857.0,2008
580,808,520.0,2008
580,2398,276.0,2008
580,2775,1310.0,2008
580,1470,146.0,2008
580,8280,1836.0,2008
580,8268,,2008
580,8269,,2008
580,8273,,2008
580,8274,,2008
580,8275,,2008
580,8262,,2008
580,8272,,2008
580,3670,,2008
580,228,1754.0,2008
581,265,1104.0,2008
581,954,612.0,2008
581,1130,,2008
581,3501,1676.0,2008
581,8286,,2008
581,157,1209.0,2008
581,333,995.0,2008
583,2661,375.0,2008
583,816,,2008
583,4891,,2008
583,499,1268.0,2008
583,808,1527.0,2008
583,492,86.0,2008
584,718,714.0,2008
584,360,1567.0,2008
584,5267,1797.0,2008
584,8318,,2008
584,8315,,2008
585,1048,477.0,2008
586,1276,,2008
586,4271,,2008
586,8334,,2008
586,8323,,2008
